rule_number,lhs,rhs,confidence,lift,leverage,conviction
3478,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.86
3494,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3495,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3496,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.85
3497,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3498,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3499,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.85
3521,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3522,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.85
3523,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.85
3581,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.84
3582,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.84
3583,"['37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.84
3626,"['175. PUNTAJE SCORE (RIESGO CARDIOVASCULAR)=[1.00, 2.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.84
3627,"['148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)', '175. PUNTAJE SCORE (RIESGO CARDIOVASCULAR)=[1.00, 2.00)']",['96+=96+_1'],0.84,0.97,-0.01,0.84
3628,"['175. PUNTAJE SCORE (RIESGO CARDIOVASCULAR)=[1.00, 2.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.84,0.97,-0.01,0.84
3692,"['128. EVALUACION GLOBAL DE SALUD MEDICO=[50.00, 100.00)']",['varRta=varRta_M'],0.83,1.65,0.13,2.97
3693,"['128. EVALUACION GLOBAL DE SALUD MEDICO=[50.00, 100.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['varRta=varRta_M'],0.83,1.65,0.13,2.97
3694,"['128. EVALUACION GLOBAL DE SALUD MEDICO=[50.00, 100.00)']","['varRta=varRta_M', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.83,1.65,0.13,2.97
3683,"['varRta=varRta_M', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']",['96+=96+_1'],0.83,0.97,-0.01,0.82
3684,"['varRta=varRta_M', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['96+=96+_1'],0.83,0.97,-0.01,0.82
3685,"['varRta=varRta_M', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['96+=96+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.83,0.97,-0.01,0.82
4812,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']",['97+=97+_1'],0.81,0.99,-0.0,0.96
4813,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.81,0.99,-0.0,0.96
4814,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.81,0.99,-0.0,0.96
4818,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']",['97+=97+_1'],0.81,0.99,-0.0,0.96
4823,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.81,0.99,-0.0,0.96
4824,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.81,0.99,-0.0,0.96
4893,"['107. TíTULO DE ANTICUERPOS ANTINUCLEARES O ANA=[0.00, 160.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']",['97+=97+_1'],0.81,0.99,-0.0,0.95
4894,"['107. TíTULO DE ANTICUERPOS ANTINUCLEARES O ANA=[0.00, 160.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.81,0.99,-0.0,0.95
4895,"['107. TíTULO DE ANTICUERPOS ANTINUCLEARES O ANA=[0.00, 160.00)', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.81,0.99,-0.0,0.95
4917,"['127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']",['97+=97+_1'],0.81,0.99,-0.01,0.95
4918,"['127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.81,0.99,-0.01,0.95
4919,"['127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.81,0.99,-0.01,0.95
5130,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.93
5131,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.93
5132,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 3.00)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.93
5151,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0'],['97+=97+_1'],0.8,0.98,-0.01,0.93
5152,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.93
5153,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_0'],"['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.93
5157,['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0'],['97+=97+_1'],0.8,0.98,-0.01,0.93
5162,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.93
5163,['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0'],"['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.93
5235,['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0'],['97+=97+_1'],0.8,0.98,-0.01,0.92
5236,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.92
5237,['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0'],"['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.92
5292,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.92
5293,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.92
5294,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.92
5379,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.91
5380,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.91
5381,"['138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '130. PUNTOS DE FIBROMIALGIA=[0.00, 4.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 5.00)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.91
5403,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']",['97+=97+_1'],0.8,0.98,-0.01,0.91
5404,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",['97+=97+_1'],0.8,0.98,-0.01,0.91
5405,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '127. NUMERO DE ARTICULACIONES INFLAMADAS=[0.00, 3.21)']","['97+=97+_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[0.00, 70.00)']",0.8,0.98,-0.01,0.91
